tweet;emotion;Neutral,''- (10/10) gw suka jadi wanita misterius - (100/10) omg lucu banget capa ini - (8/10) ni pasti temen smp - (8,5/10) do you get deja vuu''
''diberi keistimewaan malah memalukan, apa kabar komisaris ahok? cc'';Neutral;Sad,''dibilang sedih ya pasti.. tp bagaimana pun harus terima dan dukung denise. gak mau lama2 sedihnya karena cewek2 ini juga butuh dukungan kita. lockeys kuat''
''dibilang sedih ya pasti.. tp bagaimana pun harus terima dan dukung denise. gak mau lama2 sedihnya karena cewek2 ini juga butuh dukungan kita. lockeys kuat'';Sad;Anger,''dibilang setia itu tuntutan. aneh bgt anjingg kalo emg udh namanya sayang mah bakal setia dgn sendirinya tanpa diminta, apalagi kl udh nikah hrsnya punya kesadaran sendiri buat setia sm pasangannya lah. tolol bgtt kesel pagipagi udh dibikin emosi''
''dibilang setia itu tuntutan. aneh bgt anjingg kalo emg udh namanya sayang mah bakal setia dgn sendirinya tanpa diminta, apalagi kl udh nikah hrsnya punya kesadaran sendiri buat setia sm pasangannya lah. tolol bgtt kesel pagipagi udh dibikin emosi'';Anger;Fear,''dibonceng, bcs smpe skrg suka bego klo lampu merah kadang kelabas untung aja msh hidup. trs cape jg bwa mtr sndri + rada takut nyebrang klo ga modal nekat.''
''dibonceng, bcs smpe skrg suka bego klo lampu merah kadang kelabas untung aja msh hidup. trs cape jg bwa mtr sndri + rada takut nyebrang klo ga modal nekat.'';Fear;Anger,''dichat dia sampe 20 pesan, ternyata tadi gue mimpi bangstt''
''dichat dia sampe 20 pesan, ternyata tadi gue mimpi bangstt'';Anger;Neutral,''diem bae bitcoin lagi naik, ngko ujug-ujug ono le menanyakan kabar''
''diem bae bitcoin lagi naik, ngko ujug-ujug ono le menanyakan kabar'';Neutral;Neutral,''diem bukan berrti aku limbad, bisa saja sy ijat :)''
''diem bukan berrti aku limbad, bisa saja sy ijat :)'';Neutral;Neutral,''diet paling enak, disukai semua orang,turun bb cepat orderwa 085799289494 bbm:d19cb7a3''
''diet paling enak, disukai semua orang,turun bb cepat orderwa 085799289494 bbm:d19cb7a3'';Neutral;Neutral,''dih bego kok bangga''
''dih bego kok bangga'';Neutral;Anger,''dih lu yg nyebelin bego''
''dih lu yg nyebelin bego'';Anger;Sad,''dih sepi amat''
''dih sepi amat'';Sad;Anger,''dih tolol''
''dih tolol'';Anger;Anger,''dih tolol''
''dih tolol'';Anger;Anger,''dihh ga sopan bgt, ini kurir kurir anteraja sama jnt pada ga bener apa gimana sih, suka banget bobo paket orang buat hal yg ga berguna gitu''
''dihh ga sopan bgt, ini kurir kurir anteraja sama jnt pada ga bener apa gimana sih, suka banget bobo paket orang buat hal yg ga berguna gitu'';Anger;Love,''diingetin google photos, udah lama banget engga ke lulu bsd ya ternyata. pdahal seru banget makanan2nya si yg dulu gasuka olive+humus, jd suka banget''
''diingetin google photos, udah lama banget engga ke lulu bsd ya ternyata. pdahal seru banget makanan2nya si yg dulu gasuka olive+humus, jd suka banget'';Love;Neutral,''dijalan sepi banget ni yang kerja tempat ku tok po''
''dijalan sepi banget ni yang kerja tempat ku tok po'';Neutral;Anger,''dijamin emosi''
''dijamin emosi'';Anger;Neutral,''dijelasin knp tubuh inang bisa kalah krn keinginan hidup virus jauh lbh kuat. nah untuk kasusnya gwinam, keinginan hidupnya lbh kuat krn dia punya dendam ke cheongsan, makannya dia ga kalah dn masih bisa sadar dr virusnya''
''dijelasin knp tubuh inang bisa kalah krn keinginan hidup virus jauh lbh kuat. nah untuk kasusnya gwinam, keinginan hidupnya lbh kuat krn dia punya dendam ke cheongsan, makannya dia ga kalah dn masih bisa sadar dr virusnya'';Neutral;Neutral,''dikamu sepi?''
''dikamu sepi?'';Neutral;Fear,''dikepung, dikejar2, ditangkapi, ditakut-takut i.''
''dikepung, dikejar2, ditangkapi, ditakut-takut i.'';Fear;Anger,''dikira kaget bisa menyelesaikan masalah anggaran yg membengkak.. ?!''
''dikira kaget bisa menyelesaikan masalah anggaran yg membengkak.. ?!'';Anger;Sad,''dikit bangey baru juga beli belum sebulan udah mau habis sedih banget agak mahal juga tapi cocok sih lumayan nyobak yg wardah gk cocok soalnya di aku''
''dikit bangey baru juga beli belum sebulan udah mau habis sedih banget agak mahal juga tapi cocok sih lumayan nyobak yg wardah gk cocok soalnya di aku'';Sad;Neutral,''dikit2 kaget dikit2 kaget, kaget koq cuma sedikit''
''dikit2 kaget dikit2 kaget, kaget koq cuma sedikit'';Neutral;Joy,''diliat2 jaehyun kalo deket jungwoo tuh bawaannya ketawa bahagia terus. jungwoo lagi diem aja, tiba2 jaehyun bisa nyubit pipinya atau nepokin pantatnya jungwoo''
''diliat2 jaehyun kalo deket jungwoo tuh bawaannya ketawa bahagia terus. jungwoo lagi diem aja, tiba2 jaehyun bisa nyubit pipinya atau nepokin pantatnya jungwoo'';Joy;Neutral,''dimaklum saja.. mmg brutal''
''dimaklum saja.. mmg brutal'';Neutral;Joy,''dimana mana hatiku senang''
''dimana mana hatiku senang'';Joy;Fear,''dimana tempat yang aman untuk perempuan? jadi makin takut korban kekerasan pada perempuan makin bnyk, orang tolol biadab bngt owasu''
''dimana tempat yang aman untuk perempuan? jadi makin takut korban kekerasan pada perempuan makin bnyk, orang tolol biadab bngt owasu'';Fear;Sad,''dimana-mana kamu dimana gatau dimana sedih gaada dimana-mana''
''dimana-mana kamu dimana gatau dimana sedih gaada dimana-mana'';Sad;Anger,''dimesjid jaga jarak..di mall desak desakan..demi kaos rebutan wooii..udah 2022 msh jg tolol..''
''dimesjid jaga jarak..di mall desak desakan..demi kaos rebutan wooii..udah 2022 msh jg tolol..'';Anger;Anger,''dinamik socmed au joongdok gak jauh dari physical attack lahir batin. selamat pagi, saya bawa kisah kebodohan (fresh from the oven) seseorang yang memang pantas dikatain bego. ga sanggup lagi gua anjir.''
''dinamik socmed au joongdok gak jauh dari physical attack lahir batin. selamat pagi, saya bawa kisah kebodohan (fresh from the oven) seseorang yang memang pantas dikatain bego. ga sanggup lagi gua anjir.'';Anger;Neutral,''dinilai menyindir, video tiktok maia estianty panen kritik''
''dinilai menyindir, video tiktok maia estianty panen kritik'';Neutral;Anger,''dipakai untuk acara pernikahan tuh, bodoh.. kunjungi ke tkp jangan cuma maen jempol aja luu.. keree gk punya ongkos, gw bayarin dah, gw mah gitu orangnya''
''dipakai untuk acara pernikahan tuh, bodoh.. kunjungi ke tkp jangan cuma maen jempol aja luu.. keree gk punya ongkos, gw bayarin dah, gw mah gitu orangnya'';Anger;Sad,''dipaksa untuk mengerti perasaan emosi dirumah, sedangkan tidak sebaliknya this its not fair''
''dipaksa untuk mengerti perasaan emosi dirumah, sedangkan tidak sebaliknya this its not fair'';Sad;Love,''dipikir pikir aku orangnya sok asik nyatanya gak ngasikin kan . sok akrab banget padahal kayak jijik gitu sama aku ya udah gak bisa memaksa buat suka sama aku''
''dipikir pikir aku orangnya sok asik nyatanya gak ngasikin kan . sok akrab banget padahal kayak jijik gitu sama aku ya udah gak bisa memaksa buat suka sama aku'';Love;Neutral,''dipikir pikir habis dapet kabar baik eh langsung gitu bisa dibalik''
''dipikir pikir habis dapet kabar baik eh langsung gitu bisa dibalik'';Neutral;Anger,''dipta kamu jangan bego bisa ga?''
''dipta kamu jangan bego bisa ga?'';Anger;Sad,''dirumah sepi karna lagi pada pergi tanpa diriku''
''dirumah sepi karna lagi pada pergi tanpa diriku'';Sad;Fear,''dirumahku yg kena umicron udah 40an takut..''
''dirumahku yg kena umicron udah 40an takut..'';Fear;Joy,''disana menanti di sini menunggu .. gabutt naann ,, semangat pagii''
''disana menanti di sini menunggu .. gabutt naann ,, semangat pagii'';Joy;Neutral,''disegerakan saja''
''disegerakan saja'';Neutral;Anger,''diselingkuhin mereka belum sampe pacaran sih, tapi main belakang aja. diem diem gitu tapi ga mulus, bego banget mereka pdktnya jadi ketauannya cepet''
''diselingkuhin mereka belum sampe pacaran sih, tapi main belakang aja. diem diem gitu tapi ga mulus, bego banget mereka pdktnya jadi ketauannya cepet'';Anger;Anger,''disgusting. sejak kapan poligami diijinkan oleh agama buat mencegah zina? rasul juga poligami bukan sama wanita muda, tapi sama janda dan untuk melindungi mereka, bukan buat ngewe halal. tolol''
''disgusting. sejak kapan poligami diijinkan oleh agama buat mencegah zina? rasul juga poligami bukan sama wanita muda, tapi sama janda dan untuk melindungi mereka, bukan buat ngewe halal. tolol'';Anger;Neutral,''disini baru mulai tatap muka, eh udh ada kabar kasusnya naik lagi''
''disini baru mulai tatap muka, eh udh ada kabar kasusnya naik lagi'';Neutral;Joy,''disini rian, enak bgt klo buat lanjut tidur''
''disini rian, enak bgt klo buat lanjut tidur'';Joy;Neutral,''disini sepi banget''
''disini sepi banget'';Neutral;Sad,''disini sepi bgt knp ya''
''disini sepi bgt knp ya'';Sad;Neutral,''disini sepi yak''
''disini sepi yak'';Neutral;Anger,''dit, gue bodoh. ranking 35/36 jadi menurut lo, apa gue paham arti md itu sendiri selain mercedes benz?''
''dit, gue bodoh. ranking 35/36 jadi menurut lo, apa gue paham arti md itu sendiri selain mercedes benz?'';Anger;Neutral,''ditunggu kabar baikny ya''
''ditunggu kabar baikny ya'';Neutral;Joy,''ditungguu, semangat tinn''
''ditungguu, semangat tinn'';Joy;Joy,''diyann rest well syg, semangat belajarnya! jaga kesehatan yaa''
''diyann rest well syg, semangat belajarnya! jaga kesehatan yaa'';Joy;Love,''dk jg kirain cool and calm namja tp bagong bgt ya kak huhu dk ilysm makasih udh suka kasih hiburantt the8 kalem begitu savage abiezt jun haha junn the most random keknya selalu menebar tawa kaya ada aja tingkahnya, joshua seller prakarya''
''dk jg kirain cool and calm namja tp bagong bgt ya kak huhu dk ilysm makasih udh suka kasih hiburantt the8 kalem begitu savage abiezt jun haha junn the most random keknya selalu menebar tawa kaya ada aja tingkahnya, joshua seller prakarya'';Love;Neutral,''dlm mengobrol kita gk hrs jd pelawak,,to kita beri pesan bahwa kita bkn lh org yg sangar..''
''dlm mengobrol kita gk hrs jd pelawak,,to kita beri pesan bahwa kita bkn lh org yg sangar..'';Neutral;Joy,''doaku ga minta banyak kok, cuma yg aku sayangi bahagia selalu, seperti km, ya km yg baca tweet ini''
''doaku ga minta banyak kok, cuma yg aku sayangi bahagia selalu, seperti km, ya km yg baca tweet ini'';Joy;Neutral,''dok hari ini sendiri ya, perawat gigi nya libur lah pantes kok jm segini masi sepi''
''dok hari ini sendiri ya, perawat gigi nya libur lah pantes kok jm segini masi sepi'';Neutral;Love,''done all the rules, thanks for the ga aku ijin ikutan yaa wish nya ada di foto, takut kepanjangan happy birthday cutest maknanya i love you ''
''done all the rules, thanks for the ga aku ijin ikutan yaa wish nya ada di foto, takut kepanjangan happy birthday cutest maknanya i love you '';Love;Joy,''done all, wish me luck aku suka banget foto hj pake topeng gini kaya pangeran gituu''
''done all, wish me luck aku suka banget foto hj pake topeng gini kaya pangeran gituu'';Joy;Love,''done bismilah makasih giveawaynya kak semoga sehat selalu panjang umur dan banyak rezekinya amin jangan lupa istirahat dan jaga kesehatan ya kak mau jeno ecan jga gapapa kak yang penting di kasih semuanya suka kak''
''done bismilah makasih giveawaynya kak semoga sehat selalu panjang umur dan banyak rezekinya amin jangan lupa istirahat dan jaga kesehatan ya kak mau jeno ecan jga gapapa kak yang penting di kasih semuanya suka kak'';Love;Joy,''done, wish me luck suka banget momen skz yang ini, lucu. selalu ketawa terus tysm!!''
''done, wish me luck suka banget momen skz yang ini, lucu. selalu ketawa terus tysm!!'';Joy;Joy,''dont. kalo panik, ntar stres, makin kebawa ke badan. percayain aja ke dokter ama susternya. yg penting lo disiplin ngobat, makan, minum, istirahat /pukpuk stay strong brooo''
''dont. kalo panik, ntar stres, makin kebawa ke badan. percayain aja ke dokter ama susternya. yg penting lo disiplin ngobat, makan, minum, istirahat /pukpuk stay strong brooo'';Joy;Sad,''donut sepi bgt udh 2minggu ini tp keganti sama proyekan suami yg ada trs,gk motor ya mobil..semoga selalu dicukupinn dan hati ini trs bersyukur kecil ataupun gede''
''donut sepi bgt udh 2minggu ini tp keganti sama proyekan suami yg ada trs,gk motor ya mobil..semoga selalu dicukupinn dan hati ini trs bersyukur kecil ataupun gede'';Sad;Joy,''dopinge jo lali massee semangat! mugo lancar berkah''
''dopinge jo lali massee semangat! mugo lancar berkah'';Joy;Neutral,''download video 2021 indonesia terbaru''
''download video 2021 indonesia terbaru'';Neutral;Anger,''dpt mimpi kok mendukung keparnoan, bangun2 bangsat bgt bete au ah, mending ga usah tdr apa ya''
''dpt mimpi kok mendukung keparnoan, bangun2 bangsat bgt bete au ah, mending ga usah tdr apa ya'';Anger;Neutral,''dr playlist semangat pagi''
''dr playlist semangat pagi'';Neutral;Anger,''drama abg tolol''
''drama abg tolol'';Anger;Anger,''drtd absen harus emosi dulu baru sidik jari benar2 kebaca''
''drtd absen harus emosi dulu baru sidik jari benar2 kebaca'';Anger;Neutral,''ds biasa sultan je kan boleh bagi? sebab macam datuk sri vida dapat dari pahang. kesian dia tak dapat jodoh lagi''
''ds biasa sultan je kan boleh bagi? sebab macam datuk sri vida dapat dari pahang. kesian dia tak dapat jodoh lagi'';Neutral;Love,''dua duanya punya flow yang bagus tapi zuzur aku lebih suka ngerqpnya kanata even aku jatuh cinta juga ke allen''
''dua duanya punya flow yang bagus tapi zuzur aku lebih suka ngerqpnya kanata even aku jatuh cinta juga ke allen'';Love;Fear,''dua hari ini, ngerasa flu tapi gejala omicron gtu. semoga aja si emng flu biasa, bismillah gpp meski takut''
''dua hari ini, ngerasa flu tapi gejala omicron gtu. semoga aja si emng flu biasa, bismillah gpp meski takut'';Fear;Neutral,''dua mode satu ekspresif satu diem. kalau ekspresif berarti masih biasa aja, kalau udah diem berarti udah marah bgt''
''dua mode satu ekspresif satu diem. kalau ekspresif berarti masih biasa aja, kalau udah diem berarti udah marah bgt'';Neutral;Sad,''dua tiga lari pagi lama-lama gakuat beibih mas crush pergi aku''
''dua tiga lari pagi lama-lama gakuat beibih mas crush pergi aku'';Sad;Love,''dua-duanya, asalkan coklatnya ga manis banget aku suka.''
''dua-duanya, asalkan coklatnya ga manis banget aku suka.'';Love;Sad,''dugaan loni takdok ore kijo. mari kijo sari pastu tkse dah. banyak doh ore kijo hk mari tp tk lekat. allahu sedih nya. gano nk tinggal ma nati. tu sebab sapa loni tk gi kijo mana mana. sobs''
''dugaan loni takdok ore kijo. mari kijo sari pastu tkse dah. banyak doh ore kijo hk mari tp tk lekat. allahu sedih nya. gano nk tinggal ma nati. tu sebab sapa loni tk gi kijo mana mana. sobs'';Sad;Anger,''duh adek gw bangsat dikasih duit buat infak malah dijajanin''
''duh adek gw bangsat dikasih duit buat infak malah dijajanin'';Anger;Fear,''duh bukan lagi mah..takut kebakaran''
''duh bukan lagi mah..takut kebakaran'';Fear;Anger,''duh tuh anaknya nanti kelakuannya mirip gue banget deh. biar bisa dinasehatin terus tiap hari. daripada dulu suka nyindirin gue berkedok self reminder, mending langsung kasih copy pastenya aja ke mereka tuhan haha''
''duh tuh anaknya nanti kelakuannya mirip gue banget deh. biar bisa dinasehatin terus tiap hari. daripada dulu suka nyindirin gue berkedok self reminder, mending langsung kasih copy pastenya aja ke mereka tuhan haha'';Anger;Sad,''duh.. gimana ya buka pola pikir orang-orang kayak gini.. sedih aja ngebacanya..''
''duh.. gimana ya buka pola pikir orang-orang kayak gini.. sedih aja ngebacanya..'';Sad;"Love,''duhh alus banget masnya pas ngomong ""soon guys, soon"" heheh suka''"
"''duhh alus banget masnya pas ngomong ""soon guys, soon"" heheh suka''";Love;Fear,''duhh gue takut ke s''
''duhh gue takut ke s'';Fear;Neutral,''duit gue ilang 50k di kotak yang biasa gue simpen duit''
''duit gue ilang 50k di kotak yang biasa gue simpen duit'';Neutral;Neutral,''dulu (kesannya lama banget) waktu awal (early 2020 ?) suka sama ni cowok, cuma ada 3-4 acc doang yang isinya screencaps mark gini''
''dulu (kesannya lama banget) waktu awal (early 2020 ?) suka sama ni cowok, cuma ada 3-4 acc doang yang isinya screencaps mark gini'';Neutral;Neutral,''dulu .. ustadz/ustadzah, kata serapan dari bahasa arab yang aslinya berarti guru, sebutan ini khusus bagi guru ngaji (baca-tulis qur'an) dan juga ilmu agama saja. sebutan ini poluler dalam kalangan pesantren''
''dulu .. ustadz/ustadzah, kata serapan dari bahasa arab yang aslinya berarti guru, sebutan ini khusus bagi guru ngaji (baca-tulis qur'an) dan juga ilmu agama saja. sebutan ini poluler dalam kalangan pesantren'';Neutral;Love,''dulu ak waktu sd cinta monyet-monyetan ada yg suka sm ak, aku jadiin adek kakak. yha maap''
