emotion,tweet
Anger,"ya kalo mau poligami ikuti sunah rosul tunggu istri pertama meninggal dulu dan lu nikah ma nene2 yang udh tua dan miskin buat diurus bukan mau enak nya doang tolol"
Anger,"ya kalo mau poligami ikuti sunah rosul tunggu istri pertama meninggal dulu dan lu nikah ma nene2 yang udh tua dan miskin buat diurus bukan mau enak nya doang tolol"
Anger,"ya sukurin aja biar gk nyinyir nyebar fitnah. biasa aja keles."
Anger,"ya terus kenapa? ga suka? iri? dengki? ribet banget yak ada orang asing bikin konten karena lagi pramusim di indo terus dikomenin nyari engagement? terus harus ngapain? ga posting kegiatan pramusim mereka? manusia ribet anjir."
Anger,"yaa kann ga ngerasa cape cuman larinya jadi lemot bangett. emosi gue"
Anger,"yaallah kenapa sih pagi-pagi udah dibikin emosi aja please ini weekend tolonglah kalau mau pulang ya pulang aja kaga usah tanya-tanya gue kan gue juga jadi ikut mikir!"
Anger,"yakan dia adeknya anjir?? gimana sih maksud lu anjir, masih pagi ini ya jangan buat emosi bgst."
Anger,"yang komen buruk ini beneran ada masalah sama otaknya kayaknya, tolol banget. ."
Anger,"yang lebih sedihnya di tempat kejadian gaada yg nolong abang gw njing, dia nelpon ke bunda, pada nolong perempuan kontol bangsat tu, secantik apa dia, dia yg ditolong duluan, abang gw kakeknya robek aja gk ditolong"
Anger,"yang sedang saya alami. kemaren saya ada hubungan sama seseorang. 3th aku sama dia. kita udah sama sama dewasa. saya berusaha (finansial). tpi dia malah santai kyk gk mikir gimana caranya. saya sabar, telaten sama dia. tpi dia seenaknya saja."
Anger,"yg bawah raja palsu, bikin eksmosi"
Anger,"yg bego gue maraton baca seminggu doang di wt eng pas tau dia bakal daily pass"
Anger,"yg bisa wfh mah enak bang. sarkem mana bisa. cacat nih kantor w"
Anger,"yg dari kota sebelah kena penjara 8 bulan denda nya 20 jt gegara kerumunan lah yg ini??..kok bisa ya, maaf sya org biasa yg bodoh gak ngerti..atau jangan2 sya ini yg dibodoh2in ama yg beginian ya?"
Anger,"yg dinamakan org prik bin tolol"
Anger,"yg fungsinya ngawasin roda pemerintahan aja baru kaget belakangan. pdhal rakyat udh pd tereak2 kapan hari. dahlah.., semakin miris dan makin acakadut aja negeri ini."
Anger,"yg gak menyebalkan di dunia ini cuma reinernajskakeksbaku pgn marah anjingg pgn teriak ngentot sekeras kerasnya"
Anger,"yg membantai guru di perancis itu bukan jaringan teror. hanya karena anak pelaku memfitnah guru tsb telah menggambar nabi, maka dipenggal lah guru tsb. keji."
Anger,"yg membuat rakyat tdk mempercayai penguasa: 1. sering bohong pemimpinnya 2. melarang rakyat melakukan sesuatu tp dia sendiri yg melakukannya 3. terlalu vulgar mempertontonkan kebodohan dan mengaggp rakyatnya semua bodoh"
Anger,"yg ngmg mana cita rasa budaya indonesianya? sedih gue liat org nge - gass tp klo suruh ngaca dianya kaga demen"
Anger,"yg suka merusak tatanan, jangan di kasih ruang. wahabi lokal.."
Anger,"yhh marah  mulu lo, cepet tua mampus"
Fear,"( kaget saat punggungnya dipukul. dia sendiri juga baru sadar langsung sebut nama. ) ..kayaknya berani deh, jun. nggak tahu, kayak .. bisa aja."
Fear,"* sepasang muda-mudi lagi nonton bioskop. ceweknya berbisik, mas ada orang onani di sebelahku. "cuekin saja," kata cowoknya. "ngak enak mas, dia paksa pakai tanganku! takut"
Fear,". masya allah. awalnya gue suka dengerin lagu lagu klasik gitu pas menjelang mau tidur, tapi trus temen gue bilang "gimana kalo lu meninggal nanti disetelinnya kpop bukan al quran" takut gue"
Fear,": harap-harap cemas.."
Fear,"[] takut ga bisa memerankan bapak min yoongi dengan baique, karena yoongi tu kek diem diem gt kan nah gue rada petakilan. sama takut kalo disuruh show off ke "savage" an nya tuh gue ga nyampe gitu."
Fear,"2 atau 3 orang aja ya :d but! kalo flop mora hapus soalnya malu"
Fear,"4 bln ya desember lalu gw kaget mulu klo om gw dateng. takut ngasih kabar kematian."
Fear,"a trivia, im being deadass. gue ga pernah dugem wkwk takut ngebungkus laki orang."
Fear,"”karena ditempat kaos kaki suka banget amburadul ga di gulung habis dicuci, jadi pagi pagi buru buru kadang ga mikir. pas sampe kelas baru sadar :d tapi trobos aja sih ampe panikan"
Fear,"aaakk sama banget kaya temen sma aku, dia teriak2 di sekolah minta cutter buat bundir astagah. legend banget si. dan masalahnya ya dia putus sama cowonya trs cowonya suka sama cewe lain, ngeri bangettt"
Fear,"aah i baru baca data. dah terbiasa tengok kes tinggi je, jadi takut"
Fear,"aaksks tp w takut ntar mendadak s massal"
Fear,"ada ga sih cewe yang tulus ke aku, takut patah hati"
Fear,"ada kelass lagi nanti jam 1.30, nanti klo tidur, takut kelupaan jamm"
Fear,"ada masalah apa tigrealnya? aku sebagai user tigreal malu bgt"
Fear,"ada nad.. barusan. tapi takut makruh kalo marah-marah ngomong kasar."
Fear,"ada sapol juga tapi takut tiba" yong drop sesuatu:'))"
Fear,"ada yang bisa hack ig ga? tolongin banget , hati gua udah ga enak dari seminggu yang lalu"
Fear,"ade org kata simpan sikit,, takut esok nak guna haha"
Fear,"aduh gua kalo ujan gini panik takut bocor lg"
Fear,"aduh jadi malu"
Fear,"aduh.... klo solo ssr gini suka takut"
Fear,"aduhh butuh roll film yg ready stock fdi sini:( takut gak sampe ntar sebelum hari sabtu huee"
Fear,"aduu kok ngeri ahh"
Fear,"agak ngeri ga segrup jangan2 ketemu di final"
Fear,"agak ngeri tp tetep semangat gurls!"
Fear,"agak ngeri ya women nya"
Fear,"agak ngeri ya"
Fear,"agak ngeri yaa"
Fear,"agak ngeri ye"
Fear,"agak takut tapi gapapa."
Fear,"ah takut"
Fear,"ahaha betuls, takut kayak yang waktu kemarin udah pede salah nah yang sekarang bener"
Fear,"ahahhah iya masama bayangin aja udah beli trus kaget karena belakangnya ga nyatu trus menangisi itu semua"
Fear,"ajg bgt mau litsus bukannya disemangatin elah w kan takut bgt"
Fear,"ak ya pengen coba kenain air tetap sj takut"
Fear,"ako malu sekali"
Fear,"aku belum makan siang makji gak selera ga belum nyangkut mau nangis gak menang rasanya malu.."
Fear,"aku boleh suka sama orang lagi? takut dibilang sasimo"
Fear,"aku bukannya over atau lebay, aku cemburu, aku khawatir, aku bawel itu karna aku sayang dan takut kehilangan. itu aja. :')"
Fear,"aku deg degkan guys.. takut bahasa inggris ku belepotan"
Fear,"aku emg tidurnya slalu malem, tp plg malem jam 2 pagi sih, tp alhamdulillah aku bisa tidur di situasi kek gtu. soalnya aku lbih takut manusia drpd hantu. amit2 klo di situ ada manusia ngintip baru tuh g bsa tdur, kan serem bgtt"
Fear,"aku ga pake yang niacinn tp yang botol ungu gila bgt, kaget bisa langsung cerah sekali pake, agak ngeri"
Fear,"aku gak kepikiran sampe kesitu ka, soalnya aku buru-buru karna itu wl aku takut keduluan orang"
Fear,"aku gak pernah minta nebeng kecuali emang ditawarin, karena ya ini dan gak enakan juga soalnya waktu itu ada temen yang cerita dia sebel banget minta ditebengin mulu mentang" searah. jadi suka kepikiran kalau nebeng dia keberatan apa enggak"
Fear,"aku gini, mamah nya masih sering banget minta temenin pegi atau ga nyuruh main kerumah. padahal mamahnya tau kita udah ga bareng. berasa takut , takut bikin risih pasangan doi nantinya. dan akhirnya aku suka cari alesan gitu, dan aga ngasih space"
Fear,"aku infp dan di aku relate. kalau ada hal yg ga terorganisir tuh emang panik sendiri, pikiran jadi ga tenang :')"
Fear,"aku kalo lg di samping bapak2 selalu tremor, takut, gak jelas padahal orangnya nggak ngapa-ngapain"
Fear,"aku klu blh nk buat kerja gila pinjam hair dryer kt dept aku tp tulah takut plak kantoi dgn boss"
Fear,"aku lebih takut liat bird japan ketemu bam"
Fear,"aku mah masa tiap harii sama kadang nih paginya ga ngapa2in tetep aja ke logout , makanya ini suka degdegan banget takuut"
Fear,"aku malu sst yang udah liat congrats kalian pernah memandang wajah istri kak andrew"
Fear,"aku malu, aku malu"
Fear,"aku masih pake se kamu mah ah udahlah aku malu"
Fear,"aku mau komen tapi takut wkwk :("
Fear,"aku salkir ke org astagfirullah malu"
Fear,"aku takut ketekuk ini ngepas bgt sizenya"
Fear,"aku takut nak baca thread ni. aku yg belum pregnant pun dah takut"
Fear,"aku takut nanti malem"
Fear,"aku takut"
Fear,"aku yg takut"
Fear,"alamak .. ngeri kale .."
Fear,"alesan takut kena congorna soalnya ada guru yg menantunya kena tp masih ngajar"
Fear,"alhamdulillah drawnya agak wangi tapi tetep takut"
Fear,"alhamdulillah-nya udah divaksin sih. itu juga setelah drama. ibu mertua gwa tinggal sendirian. beberapa bulan lalu bapak mertua baru wafat. jadi yaa, khawatir. lalu ya gituu, agak meremehkan covid. makin khawatir lagi~"
Fear,"anak cewe sendirii, takut kenapa napaa kali. sy pun tak tahu"
Fear,"anda tau ga sie rasanya lg bengong kaget anjrt"
Fear,"andin aja bawa kesini,hazel masih bayi takut flu"
Fear,"aneh bgt perasaanya ga enak gini. kek degdegkan, sedih, takut gt. bismillah smoga lancarr aamiin"
Fear,"anehnya lagi ada anggota, kaget kok bengkak anggaranya"
Fear,"anginnya kenceng bgt, takut :("
Fear,"anj suaranya deep bgt takut"
Fear,"anjay ini 2p kegedean ternyata gampang lepas pula, takut kececer jadinya"
Fear,"anjerr ngeri boss"
Fear,"anjg kaget gue.."
Fear,"anjir anjir anjir sumpah ma, pak, hamba takut banget kalo disuruh nungguin adek sendirian. takut dia bangun terus cekek hamba"
Fear,"anjir jun malu bgt nggak.. terus diapain abis itu.."
Fear,"anjir takut diomelin"
Fear,"anjrit kaget ada renjun"
Fear,"anjwengg panik dikit ada"
Fear,"apapun selain romance. :) tapi kalau horror jangan yang hantu. mun takut sama hantu."
Fear,"aquarius gak pinter bohong, to the point banget dan kadang karena to the pointnya dia itu suka bikin sakit hati jadi takut ketemuan"
Fear,"asik ..permainan emosi dimulai ..yg bermain dan terlibat ngeri-ngeri sedap..siap2 nyiapin pukulan tangkisan..indikasi sih positif 100% melawan hukum cuma upaya mencari keringanan aja ..tamatlah sudah karier2 yg didapat dgn cara gag berkah.."
Fear,"asli gue pikir temen gue sedih ga bisa jadi kutu beras aja udah aneh apalagi gue makin ngeri dah"
Fear,"asli iyaa takut kopit tp katanya jg karna lg pergantian musim"
Fear,"asli takut di bagian reading sama speaking"
Fear,"aslinya aku orang yang jarang bgt nelfon orang tua kalo lagi jauh, tp belakangan ini pengen denger suara mereka terus, walaupun mewek kalo lagi telfon tp sedikit bikin tenang. sehabis kelar telfon cemas lagi.."
Fear,"astagfirullah kaget gw, smpe bingung juga dpat notif bgni sejak kpan gw punya gebetan jgankan gebetan org suka aja gk ada"
Fear,"aw malu"
Fear,"awal smt 3 ada rekrutmen buat asdos mo daftar maju mundur takut ilmuku belum cukup"
Fear,"aww malu banget suer"
Fear,"ayah suh bawa exora g hostel memang kelat la muka guwe bukan enggak suka tapi takut drivenya malah mobil nya gedek banget"
Fear,"baim wong kaget menemukan banyak ular di rumahnya"
Fear,"bajunya yang ini, ditengah lagu minjem gitar dari gitarisnya terus dia yang main.. takut banget"
Fear,"bangun bangun dapet kabar temenku positif takut jadinya"
Fear,"bangun jam 12.25 sesuai alarm, pas bangun panik bgt, hampir nangis karena kirain telat kelas. setelah beberapa detik baru inget kalo kelasnya jam 12.40"
Fear,"banyak juga boleh kak, asal jgn kelepasan, ngeri gk ke rem, loss pula lagi."
Fear,"banyak yang bertanya, memangnya apa yang perlu saya cemaskan? semuanya terlihat sempurna dan saya memiliki segalanya. tanpa mereka tahu, bahkan saya cemas untuk sekedar tetap hidup lima menit setalah ini."
Fear,"baru nyadar dulu kenapa suka banget beli boneka babi. jadi numpuk di lemari gini astaga"
Fear,"beh, mangkug tut bah malu nae"
Fear,"belom pernah nyampe manggarai lagi kalo naik kereta, kaget udah jadi di atas peronnya wkk"
Fear,"belum ge mulai .. kepala udah nyut-nyutan gini ngeri meledak aja sih"
Fear,"beneerr udh ngga ngerti malu pulak"
Fear,"bener kaya, mau tinggal sama salah satu orang tua pasti sering makan hati. tapi kalo tinggal sendiri takut gabisa ngurus rumah apalagi diri sendiri. so one thing we have to do is survive"
Fear,"bener lily. malu banget dah.. minim literasi. kirain tuh paling muda, ternyata muda dari kakak. terus kirain tuh ada n-nya, taunya dia nulis kurang huruf n, bukan ada n-nya. malu banget."
Fear,"beraso nok makan biskut raya awal eh takut tokdei raya tahun ni"
Fear,"berharap ada yang cancel nendo bokuto dan akaashi yg di kyou biar bs co lgsg di web kyou aja mau ambil opslot tp takut krn harga nya ga murah dan rilisnya msh lama, nunggu sampe ina lbh lama lg tp takut jg sih klo ga dapet lg krn pasti war lg wkwk :")"
Fear,"berita palsu jangan sebar! tindakan tegas akan diambil"
Fear,"berkali kali ada debt colector ke rumah, nanya nama yg aku sendiri ga kenal huhu, takut"
Fear,"berlaku buat seller juga sih. kalo sudah ada yang take, at least ngabarin ke calon buyernya biar sama-sama enak. kalo sama-sama ghosting ya gimana wkwk ngeri juga"
Fear,"bertahun-tahun bertahan. hubungan lu sama pacar lu aman, lancar, tak ada kendala sampe lu bucin banget. tapi tiap liat crush lu lgsg kepikiran lagi. berusaha pengen tetep deket tapi takut melewati batas pertemanan."
Fear,"betuul sm takut balesannya"
Fear,"beuhh kaget"
Fear,"beuuhh, rambo semua modelnya nihh.. pantess dianggap saudaraa..(ngeri kalii maksudnya).."
Fear,"bgt! sepi dan serem"
Fear,"biar kagett soalnya aku kagett baca yoonmin kaget"
Fear,"bikin kaget anak orang"
Fear,"bila takde kerja sangat ni yg aku takut ni, takut tktau nak update apa dsu esok"
Fear,"bingung banget barcode apa ku kira dia shopping soalnya aku kalau kesal atau badmood suka jajan :'&lt"
Fear,"bingung nonton skz apa treasure.. beda bulan tapi takut menyesal karena ga ada waktu"
Fear,"bingung takut panik"
Fear,"bisa bisanya semalem mimpiin gwinam takut bgt"
Fear,"bisa dicipratin air kak, bagian belakang badannya aja jg gapapa, klo muka kasian takut kaget"
Fear,"bisa gak sih langsung tanggal 11 aja gausah ada tanggal 10 gua takut banget mana 2 hari lagi"
Fear,"bisa kesurupan klo main ditempat sepi"
Fear,"bismillah deh, gue masih takut soalnya kalo main warna pastel"
Fear,"bismillah desiliun tp takut berat nanti hisabnya hh"
Fear,"biyen smp sma paling seneng olahraga . dadi ora khawatir jg sih nek dikokon roll depan belakang."
Fear,"blm nikah tpi habis baca ini malah jdi takut"
Fear,"braw! ngeri bgt tiap hari ambulance lewat terus, stay safe guys kurangin nongkinyaa"
Fear,"break dulu, soalnya gamau kecewa untuk yg kedua kalinya sebelum ketemu yg benar-benar tulus"
Fear,"buat pelajaran besok2, takut annoying ato gimana haha"
Fear,"bukan nggak suka sama seriesnya, iya aktingnya bagus, soundtracknya jg bagus, tapi ceritnya serem. serem banget."
Fear,"bulan engga enak ati ga si ini"
Fear,"bused sampai dua kali kirim. kata saya mah, mending sender muncul deh. dm saya coba, biar saya tahu. gak usah malu, dm saya terbuka luas, se-luas semesta. jangan buat saya penasaran tolong.."
Fear,"bused, agak ngeri notifnya"
Fear,"buset ngeri bgt"
Fear,"but again aku ga registrasi beneran cuma stop di situ aja soalnya takut kualat kan udh dibilangin yg gap registrasinya tgl 14 hehe dah gitu aja"
Fear,"cape gasi anjrit tiap hari di teror proposal mulu, tertekannn"
Fear,"cayy jangan lupaa makan siang yaa, jangan malu-malu untuk jbjb!"
Fear,"cerah aja apa buat hari ini, aku mau ke jtp. ga lucu kalo ujan, terus gagal lagi."
Fear,"chaki, ni buatmu. aku bete banget dah kemarinan waktu kamu ngebet mau jodohin aku sama kak heeseung kaget puool taunya pernah jadi temen satu oa-ku. kelakuanmu beda maksimal (real)"
Fear,"contact kita bisa dinamain siapa aja, ngeri juga"
Fear,"coraline dulu pas kecil takut banget jir, mana nyebutnya dulu kartun mata kancing :("
Fear,"coy ngeri sekomplek wkwk sehat2 mat"
Fear,"cuma kaget doang.."
Fear,"cuman aku malu aja buat ngepublish ke orang lain , karena dia juga gk pernah publish aku"
Fear,"cuman kaget tok"
Fear,"dan chat mita di whatsapp official 0811-84-1400. hati-hati terhadap akun palsu yg mengatasnamakan bank mandiri dan meminta data rahasia. semoga sehat selalu. tks~kareen (end)"
Fear,"dan si mbak nya auto malu pake minta maaf, padahal netizen indo ketawa2 doang karna mbak nya lucu dikira quote estetik"
Fear,"dari kemaren aku demam + tenggorokan nya sakit.. ya allah takut"
Fear,"deg deg an, gabisa mikir, kalo udh gugup tingkat tinggi biasanya tremor"
Fear,"degdegan banget hari ini ya ampun.. semoga lancar,,sinyal bisa kerjasama ya please.. tabletku jgn suka tiba2 no connection ya! salam sehat waras semuanya"
Fear,"deg-degan nggak -tu ditanya habis nonton apa karena panik gw jawab habis nonton coboy junior addaffafsf"
Fear,"denger kata, foto-in satu-satu mukanya. dan yang bilang jendral bintang 4, mantang pangkostrad. warga kehormatan kopassus dan tentunya pimpinan tertinggi angkatan darat. ngeri bos..wkwk"
Fear,"di ig cuma sesekali doang bikin story, itu pun random isinya, cuma biar keliatan masih hidup aja, takut dikira dah mati"
Fear,"di kost bosen bgt, tapi mau main keluar takut deh kasus covid lagi naik. mana mau ada event, jadi mesti jaga kesehatan."
Fear,"di sini masih enak banget sih bosnya keluargnya, ga tau gmna kalo doi beneran kerja ke tempat yg bener2 profesional. kaget sih pasti wkwk tapi bagus"
Fear,"di tlp ex bisa biasa aja tapi kalo ketemu jantung saya tidak aman"
Fear,"di urut dulu ke tukang urut, takut salah urat"
Fear,"dia anaknya juga jago banget gombal 11 12 sama ayem. aku takut meleyot"
Fear,"dia doang yg melet2!!!! kaget akk"
